Time,Current (A),Autoencoder,Outlier
2004-02-14,0.9301748615824901,0.9301748615824901,False
2004-02-15,0.928446509984857,0.928446509984857,False
2004-02-16,0.9283912436437024,0.9283912436437024,False
2004-02-17,0.8840003442238669,0.8840003442238669,False
2004-02-18,0.9289072212972036,0.9289072212972036,False
2004-02-19,0.929009038571559,0.929009038571559,False
2004-02-20,0.9276147917290298,0.9276147917290298,False
2004-02-21,0.9272843397009732,0.9272843397009732,False
2004-02-22,0.9281405668196324,0.9281405668196324,False
2004-02-23,0.9277664664547282,0.9277664664547282,False
2004-02-24,0.826337082645604,0.826337082645604,False
2004-02-25,0.9268183649585306,0.9268183649585306,False
2004-02-26,0.9268688176799168,0.9268688176799168,False
2004-02-27,0.9260345912785414,0.9260345912785414,False
2004-02-28,0.8971368871420009,0.8971368871420009,False
2004-02-29,0.9259385498175358,0.9259385498175358,False
2004-03-01,0.9256577631030536,0.9256577631030536,False
2004-03-02,0.9248795569561272,0.9015883803367616,False
2004-03-03,0.9232200726931704,0.912890374660492,False
2004-03-04,0.9223550457822935,0.9024482965469359,False
2004-03-05,0.9227916864870934,0.8995309472084045,False
2004-03-06,0.9066825194927448,0.9179052710533142,False
2004-03-07,0.9024409194673608,0.9102196097373962,False
2004-03-08,0.9270231061947748,0.9162243008613586,False
2004-03-09,0.9253972542977188,0.9049873948097228,False
2004-03-10,0.9219979044875944,0.9034772515296936,False
2004-03-11,0.9293225425434216,0.919371485710144,False
2004-03-12,0.9285038655882736,0.903514802455902,False
2004-03-13,0.9302050421331808,0.9204373359680176,False
2004-03-14,0.9340593045368542,0.913333296775818,False
2004-03-15,0.934591437271516,0.9086040258407592,False
2004-03-16,0.9330531321251916,0.9093922972679138,False
2004-03-17,0.9382633793506188,0.9063449501991272,False
2004-03-18,0.882614534045134,0.9154542684555054,False
2004-03-19,0.9396169172290876,0.9087705016136168,False
2004-03-20,0.9373359250955521,0.9115704894065856,False
2004-03-21,0.9413263433196232,0.926479995250702,False
2004-03-22,0.9380536355071104,0.9142955541610718,False
2004-03-23,0.9425583417627424,0.9139001369476318,False
2004-03-24,0.9438920346337192,0.9251247644424438,False
2004-03-25,0.9459967134976603,0.9105730652809144,False
2004-03-26,0.9462493105909792,0.9238475561141968,False
2004-03-27,0.9442676353740732,0.903530776500702,False
2004-03-28,0.9488335207942601,0.9092958569526672,False
2004-03-29,0.9442680664545288,0.9206398129463196,False
2004-03-30,0.946344645320764,0.9112058877944946,False
2004-03-31,0.9439945517367,0.9142574071884156,False
2004-04-01,0.9397341768358404,0.9217144250869752,False
2004-04-02,0.9320294154289044,0.9140653610229492,False
2004-04-03,0.932228181524665,0.9164798259735109,False
2004-04-04,0.933268298505662,0.9172493219375609,False
2004-04-05,0.9184104090855636,0.9157806634902954,False
2004-04-06,0.8386209074817501,0.9127489924430848,False
2004-04-07,0.7588314058779361,0.6230556964874268,False
2004-04-08,0.6790419042741226,0.5097221732139587,False
2004-04-09,0.5992524026703092,0.3222189843654633,False
2004-04-10,0.5194629010664951,0.4435425400733948,False
2004-04-11,0.43967339946268136,0.468404084444046,False
2004-04-12,0.3598838978588683,0.4732191860675812,False
2004-04-13,0.2800943962550542,0.4735414385795593,False
2004-04-14,0.20030489465124068,0.6973021626472473,True
2004-04-15,0.12051539304742695,0.5342928171157837,False
2004-04-16,0.04072589144361327,0.6057523488998413,True
2004-04-17,0.003199229361653314,0.3553219437599182,False
2004-04-18,0.950959665048356,0.7804917097091675,False
2004-04-19,0.9442847560127556,0.4781385660171509,False
2004-04-20,0.9426397154370671,0.5527434945106506,False
2004-04-21,0.950299650380518,0.6069537401199341,False
2004-04-22,0.4778614896867743,0.4677460193634033,False
2004-04-23,0.9294854953411792,0.6447709798812866,False
2004-04-24,0.9497430437534412,0.3948411345481873,True
2004-04-25,0.9430720572104376,0.9141766428947448,False
2004-04-26,0.9458194504180134,0.8927098512649536,False
2004-04-27,0.926270506450538,0.6357633471488953,False
2004-04-28,0.9417789410582332,0.7811319828033447,False
2004-04-29,0.939712753657756,0.7023447751998901,False
2004-04-30,0.9411314235893964,0.6260336637496948,False
2004-05-01,0.004080975299675819,0.7360219359397888,True
2004-05-02,0.2519112515865799,0.8615393042564392,True
2004-05-03,0.36167341426832494,0.830491840839386,False
2004-05-04,0.4714355769500697,0.8719479441642761,False
2004-05-05,0.5811977396318143,0.6547814607620239,False
2004-05-06,0.6909599023135593,0.8864892721176147,False
2004-05-07,0.8007220649953041,0.8546832203865051,False
2004-05-08,0.9104842276770491,0.7312016487121582,False
