Time,Temperature (C),ARIMA
2004-02-13,24.11841721822566,
2004-02-14,24.113869361939393,0.5189594443539552
2004-02-15,24.09514201919595,0.5189702198925846
2004-02-16,24.039949949862628,0.5189802566242494
2004-02-17,23.964935806224396,0.518989586712554
2004-02-18,23.957020189326055,0.5189982482958326
2004-02-19,23.89317551760588,0.519006319509238
2004-02-20,23.82627513740792,0.5190138129303936
2004-02-21,23.751849580932685,0.5190207661859844
2004-02-22,23.751849580932685,0.5190272121654566
2004-02-23,23.750342009678814,0.51903322167592
2004-02-24,23.687086986822933,0.5190388235330885
2004-02-25,23.543315805870307,0.5190440150921599
2004-02-26,23.418224432861813,0.5190487846932925
2004-02-27,23.38700992928352,0.5190531700586309
2004-02-28,23.386550856279925,0.5190572431923721
2004-02-29,23.38700992928352,0.5190610403022784
2004-03-01,23.374834284215787,0.519064580528214
2004-03-02,23.21936803729101,0.5190678750749876
2004-03-03,23.091520076725185,0.5190708703851589
2004-03-04,23.023820245276514,0.5190736002497608
2004-03-05,23.023820245276514,0.5190761121069527
2004-03-06,23.023820245276514,0.5190784538820746
2004-03-07,23.01919795881242,0.5190806370916886
2004-03-08,22.92952780424606,0.519082670208258
2004-03-09,22.78391293074414,0.5190845217330103
2004-03-10,22.69111841892525,0.5190861765565689
2004-03-11,22.66220251090999,0.5190876738726632
2004-03-12,22.66220251090999,0.5190890556381778
2004-03-13,22.66220251090999,0.5190903438420835
2004-03-14,22.653244753065174,0.5190915448195975
2004-03-15,22.606580319035228,0.5190926600888901
2004-03-16,22.41059188984608,0.5190936769822911
2004-03-17,22.31057578133796,0.5190945290126433
2004-03-18,22.302148176508453,0.519095274356412
2004-03-19,22.302078708182307,0.5190959651033701
2004-03-20,22.28216505953112,0.5190966090447038
2004-03-21,22.12067440076386,0.5190971996287638
2004-03-22,21.986657876126902,0.5190976711150723
2004-03-23,21.9433708190918,0.5190980450264993
2004-03-24,21.9433708190918,0.5190983724150353
2004-03-25,21.913121939589754,0.5190986776355633
2004-03-26,21.65853718152082,0.519098947371299
2004-03-27,21.586000825636802,0.5190990741310546
2004-03-28,21.586000825636802,0.5190991567747955
2004-03-29,21.45532660621548,0.5190992338225885
2004-03-30,21.23403043206444,0.5190992416408371
2004-03-31,21.229890709815663,0.5190991405248104
2004-04-01,21.218770373978682,0.5190990442276021
2004-04-02,21.229890709815663,0.5190989490033767
2004-04-03,21.229890709815663,0.5190988656743712
2004-04-04,21.02356631933676,0.5190987879876978
2004-04-05,20.85567641275519,0.5190986144905531
2004-04-06,20.817370345368985,0.5190983704980583
2004-04-07,20.779064277982783,0.5190981242619348
2004-04-08,20.740758210596578,0.5190978759341026
2004-04-09,20.702452143210376,0.519097625656195
2004-04-10,20.664146075824174,0.5190973735602548
2004-04-11,20.62584000843797,0.5190971197693842
2004-04-12,20.58753394105176,0.5190968643983498
2004-04-13,20.549227873665558,0.5190966075541472
2004-04-14,20.510921806279356,0.5190963493365269
2004-04-15,20.47261573889315,0.5190960898384855
2004-04-16,20.434309671506945,0.5190958291467224
2004-04-17,20.39600360412074,0.5190955673420664
2004-04-18,20.243089222689115,0.5190953044998734
2004-04-19,20.300841808835887,0.5190949845479865
2004-04-20,20.369460720887865,0.5190947145514142
2004-04-21,20.52113803906832,0.5190944964506188
2004-04-22,20.52113803906832,0.5190943674189236
2004-04-23,20.52113803906832,0.5190942471241652
2004-04-24,20.555594392824425,0.5190941349747521
2004-04-25,20.72770804327932,0.5190940472980544
2004-04-26,20.86150939530434,0.519094049870248
2004-04-27,20.87496245362672,0.5190941178126497
2004-04-28,20.87496245362672,0.5190941877447253
2004-04-29,20.87496245362672,0.5190942529415908
2004-04-30,20.87496245362672,0.5190943137238749
2004-05-01,20.897280145364533,0.5190943703904958
2004-05-02,20.941607698609292,0.51909443415275
2004-05-03,20.985935251854052,0.5190945153120053
2004-05-04,21.03026280509881,0.5190946126902837
2004-05-05,21.07459035834357,0.5190947251893697
2004-05-06,21.118917911588333,0.5190948517854099
2004-05-07,21.1632454648331,0.5190949915238777
2004-05-08,21.207573018077856,0.5190951435148787
2004-05-09,21.238336466298758,0.5190953069287749
2004-05-10,21.255791993824587,0.5190954743475467
2004-05-11,21.282188598312178,0.5190956389809552
2004-05-12,21.367911580424334,0.5190958053975077
2004-05-13,21.371931991900876,0.5190960025382811
2004-05-14,21.345365459949804,0.5190961882997978
2004-05-15,21.346500720025,0.5190963484691429
2004-05-16,21.376921351467086,0.5190964983492942
2004-05-17,21.437129905710595,0.5190966529827786
2004-05-18,21.518597470279687,0.5190968266397517
2004-05-19,21.569300571453997,0.5190970284461126
2004-05-20,21.55667929949046,0.5190972414254402
2004-05-21,21.555345188128193,0.5190974338009074
2004-05-22,21.554893253384883,0.5190976124967996
2004-05-23,21.566441089946085,0.5190977788715283
2004-05-24,21.582313038131346,0.5190979396376264
2004-05-25,21.58454378802435,0.5190980972930868
2004-05-26,21.586000825636802,0.5190982453662127
2004-05-27,21.58102592798238,0.519098384126826
2004-05-28,21.582576968021442,0.5190985110547218
2004-05-29,21.586000825636802,0.5190986301479298
2004-05-30,21.586000825636802,0.5190987428543733
2004-05-31,21.586000825636802,0.5190988479292878
2004-06-01,21.586000825636802,0.5190989458894162
2004-06-02,21.586000825636802,0.5190990372165115
2004-06-03,21.586000825636802,0.5190991223597069
2004-06-04,21.586000825636802,0.5190992017377238
2004-06-05,21.586000825636802,0.5190992757409315
2004-06-06,21.586000825636802,0.5190993447332667
2004-06-07,21.586196752168302,0.5190994090540234
