Time,Voltage (V),Autoencoder,Outlier
2001-01-22 00:00:00,0.7927952310596638,0.7927952310596638,False
2001-01-22 03:00:00,0.8033087291969783,0.8033087291969783,False
2001-01-22 06:00:00,0.7957263717434819,0.7957263717434819,False
2001-01-22 09:00:00,0.7928684762335836,0.7928684762335836,False
2001-01-22 12:00:00,0.7874643985905618,0.7874643985905618,False
2001-01-22 15:00:00,0.7997520076378772,0.7997520076378772,False
2001-01-22 18:00:00,0.8054873465503181,0.8054873465503181,False
2001-01-22 21:00:00,0.7879739440464673,0.7973935008049011,False
2001-01-23 00:00:00,0.7984662100561448,0.8003069758415222,False
2001-01-23 03:00:00,0.7952945296471956,0.7954158186912537,False
2001-01-23 06:00:00,0.8045000180449664,0.7970849275588989,False
2001-01-23 09:00:00,0.7973893145597559,0.7972911596298218,False
2001-01-23 12:00:00,0.795872103375499,0.7973598837852478,False
2001-01-23 15:00:00,0.8000166403226516,0.7956112623214722,False
2001-01-23 18:00:00,0.7930139304501704,0.7984605431556702,False
2001-01-23 21:00:00,0.8082467564445355,0.7974692583084106,False
2001-01-24 00:00:00,0.7961607402367346,0.7971919178962708,False
2001-01-24 03:00:00,0.8004582160761924,0.7981252670288086,False
2001-01-24 06:00:00,0.7974233647827447,0.8001494407653809,False
2001-01-24 09:00:00,0.8040536596509975,0.7963064908981323,False
2001-01-24 12:00:00,0.8017293422429592,0.8007822632789612,False
2001-01-24 15:00:00,0.7992630942979462,0.7953039407730103,False
2001-01-24 18:00:00,0.8017276715472152,0.7971330881118774,False
2001-01-24 21:00:00,0.7979023803450319,0.800714910030365,False
2001-01-25 00:00:00,0.8074063040415593,0.7972105741500854,False
2001-01-25 03:00:00,0.7987855537643358,0.8003790378570557,False
2001-01-25 06:00:00,0.8029044945155515,0.802456259727478,False
2001-01-25 09:00:00,0.7999806957484532,0.7968592643737793,False
2001-01-25 12:00:00,0.8034422192920885,0.7992942929267883,False
2001-01-25 15:00:00,0.8076304954845424,0.800876259803772,False
2001-01-25 18:00:00,0.8021014182262891,0.7989727258682251,False
2001-01-25 21:00:00,0.8054429206866587,0.7972702383995056,False
2001-01-26 00:00:00,0.8005987327633828,0.8009122014045715,False
2001-01-26 03:00:00,0.8088360304002968,0.8033032417297363,False
2001-01-26 06:00:00,0.8018927392970251,0.8014789819717407,False
2001-01-26 09:00:00,0.8058660601626877,0.800536572933197,False
2001-01-26 12:00:00,0.8037335960503387,0.8011913895606995,False
2001-01-26 15:00:00,0.8034702615986071,0.7984353303909302,False
2001-01-26 18:00:00,0.7962602973250248,0.803592324256897,False
2001-01-26 21:00:00,0.8062376819531867,0.8022960424423218,False
2001-01-27 00:00:00,0.8090209133656132,0.8028382658958435,False
2001-01-27 03:00:00,0.7802635906682034,0.7999382019042969,False
2001-01-27 06:00:00,0.8112475171769709,0.8012287020683289,False
2001-01-27 09:00:00,0.8061019744428491,0.8105513453483582,False
2001-01-27 12:00:00,0.810245420299494,0.8086196184158325,False
2001-01-27 15:00:00,0.8071928484560718,0.8047716021537781,False
2001-01-27 18:00:00,0.8140944338761162,0.8083022832870483,False
2001-01-27 21:00:00,0.8073067944212338,0.805286169052124,False
2001-01-28 00:00:00,0.8112557017030011,0.8045306205749512,False
2001-01-28 03:00:00,0.8085484319820684,0.8045843243598938,False
2001-01-28 06:00:00,0.8136077823305055,0.8094110488891602,False
2001-01-28 09:00:00,0.8063395443674417,0.8076102137565613,False
2001-01-28 12:00:00,0.8122802223569967,0.8058434128761292,False
2001-01-28 15:00:00,0.8081305584574174,0.8064886331558228,False
2001-01-28 18:00:00,0.8133138487011758,0.8079711794853209,False
2001-01-28 21:00:00,0.8064688426718774,0.806930661201477,False
2001-01-29 00:00:00,0.8110175978109861,0.8086007833480835,False
2001-01-29 03:00:00,0.8107024082651875,0.8066625595092773,False
2001-01-29 06:00:00,0.8073728019544522,0.8076609373092651,False
2001-01-29 09:00:00,0.8146815690402978,0.8086389303207397,False
2001-01-29 12:00:00,0.8057325297423046,0.8060318231582642,False
2001-01-29 15:00:00,0.8210791324843307,0.8110376596450806,False
2001-01-29 18:00:00,0.8076092543521134,0.8104785084724426,False
2001-01-29 21:00:00,0.8077647908248986,0.8041461706161499,False
2001-01-30 00:00:00,0.8111249061471102,0.8083136081695557,False
2001-01-30 03:00:00,0.8126430096462379,0.8067882061004639,False
2001-01-30 06:00:00,0.8099703944983192,0.8073515892028809,False
2001-01-30 09:00:00,0.8082826753559234,0.8052070140838623,False
2001-01-30 12:00:00,0.8138066561214443,0.8113802671432495,False
2001-01-30 15:00:00,0.8066143922106117,0.8111026883125305,False
2001-01-30 18:00:00,0.8116205157819931,0.8083968758583069,False
2001-01-30 21:00:00,0.8106178627456186,0.8091323971748352,False
2001-01-31 00:00:00,0.8092490821802159,0.8104781508445741,False
2001-01-31 03:00:00,0.812698835495032,0.8080192804336548,False
2001-01-31 06:00:00,0.8028331469874228,0.811008095741272,False
2001-01-31 09:00:00,0.815658959916234,0.8102656602859497,False
2001-01-31 12:00:00,0.8159012582665257,0.8103331327438354,False
2001-01-31 15:00:00,0.8079269457512832,0.8103232383728027,False
2001-01-31 18:00:00,0.8138691969974063,0.8080732226371765,False
2001-01-31 21:00:00,0.8235743344326103,0.8335021138191223,False
2001-02-01 00:00:00,0.8279380205019087,0.832047700881958,False
2001-02-01 03:00:00,0.8327510953203308,0.8293349146842957,False
2001-02-01 06:00:00,0.8345159108791695,0.8316380977630615,False
2001-02-01 09:00:00,0.8296604926620681,0.8292655944824219,False
2001-02-01 12:00:00,0.8317037687098123,0.8284366726875305,False
2001-02-01 15:00:00,0.8343234196370499,0.8294247984886169,False
2001-02-01 18:00:00,0.8346110018060648,0.8325015902519226,False
2001-02-01 21:00:00,0.8294904881826044,0.8310977816581726,False
2001-02-02 00:00:00,0.8322781719683165,0.8299869894981384,False
2001-02-02 03:00:00,0.835098547205892,0.8305637240409851,False
2001-02-02 06:00:00,0.8365165251631246,0.8312652707099915,False
2001-02-02 09:00:00,0.8314205913816228,0.8310829997062683,False
2001-02-02 12:00:00,0.8303021227111591,0.8314307928085327,False
2001-02-02 15:00:00,0.8329489054158508,0.8305784463882446,False
2001-02-02 18:00:00,0.8353795401685264,0.8317123651504517,False
2001-02-02 21:00:00,0.8354044456987819,0.8318474888801575,False
2001-02-03 00:00:00,0.8294600981222966,0.829879105091095,False
2001-02-03 03:00:00,0.8319663238140063,0.8364853858947754,False
2001-02-03 06:00:00,0.8346746939946343,0.8373689651489258,False
2001-02-03 09:00:00,0.8362767263602455,0.8356653451919556,False
2001-02-03 12:00:00,0.8303115631463922,0.8361686468124391,False
2001-02-03 15:00:00,0.8297961878755507,0.8348244428634644,False
2001-02-03 18:00:00,0.8334506910153925,0.8359176516532898,False
2001-02-03 21:00:00,0.8361085730912676,0.8338760733604431,False
2001-02-04 00:00:00,0.8304359815634381,0.8365577459335327,False
2001-02-04 03:00:00,0.8307334091361089,0.836455762386322,False
2001-02-04 06:00:00,0.8339974382998205,0.8349032402038574,False
2001-02-04 09:00:00,0.8363486377329834,0.8377201557159424,False
2001-02-04 12:00:00,0.8297486182007727,0.8364224433898926,False
