Time,Current (A),ARIMA
2004-10-11,11.717678220696328,-0.15809606625533038
2004-10-12,11.714207540921269,-0.15809609563815777
2004-10-13,11.722911757638473,-0.15809613179114285
2004-10-14,11.729006187443886,-0.15809614979196054
2004-10-15,11.743799730622635,-0.15809615638581598
2004-10-16,11.740543734171405,-0.15809613579793497
2004-10-17,11.745158553350024,-0.1580961234923261
2004-10-18,11.755701513335913,-0.15809610296038668
2004-10-19,11.17197759042922,-0.15809606429718157
2004-10-20,11.755470441817005,-0.15809710889849246
2004-10-21,11.754687641532627,-0.1580969732345927
2004-10-22,11.76570726982572,-0.15809689534188867
2004-10-23,11.768734562058606,-0.15809680074245436
2004-10-24,11.761951812581485,-0.15809670604333587
2004-10-25,11.77555800696208,-0.15809662872636288
2004-10-26,11.785790790665764,-0.15809652937518612
2004-10-27,11.779749947436654,-0.15809641703653174
2004-10-28,10.61001676579494,-0.1580963221724233
2004-10-29,11.7753165972579,-0.15809839659955016
2004-10-30,11.784994739203505,-0.15809811413475758
2004-10-31,11.784140107340086,-0.1580979267931506
2004-11-01,11.788794362828872,-0.1580977508973273
2004-11-02,11.800937967188403,-0.15809757479935707
2004-11-03,11.79393072219259,-0.1580973851158207
2004-11-04,11.807130644284939,-0.1580972185901578
2004-11-05,11.791219807874914,-0.1580970350669947
2004-11-06,11.794321837274609,-0.15809689097557167
2004-11-07,11.784629338105226,-0.15809674673642804
2004-11-08,11.810277416447823,-0.15809662766191887
2004-11-09,11.802970373540914,-0.15809646602946778
2004-11-10,11.957345444444408,-0.1580963279085725
2004-11-11,11.812729022266456,-0.15809591007253665
2004-11-12,11.808436153755837,-0.15809579325600245
2004-11-13,11.799210847962144,-0.15809567768444246
2004-11-14,11.803290117697435,-0.15809558439881805
2004-11-15,11.04749981731285,-0.15809548727579278
2004-11-16,11.785041598267545,-0.15809679418901282
2004-11-17,11.814007268349421,-0.15809660835146908
2004-11-18,11.23623934568714,-0.15809644078168836
2004-11-19,11.52706145991125,-0.1580973532422398
2004-11-20,11.87822434036567,-0.15809763406773383
2004-11-21,11.899233830507285,-0.15809727613604224
2004-11-22,11.915390475650575,-0.15809692654037702
2004-11-23,11.923670650106885,-0.1580965656963731
2004-11-24,11.933974009657936,-0.15809620831242152
2004-11-25,11.94208442245985,-0.15809584980465186
2004-11-26,11.956265227068505,-0.15809549445912327
2004-11-27,11.96389192533384,-0.15809513069962275
2004-11-28,11.964862946255245,-0.15809477158188887
2004-11-29,11.940521061623961,-0.15809442864282292
2004-11-30,11.989325586949096,-0.1580941473894569
2004-12-01,11.994126748909894,-0.15809378728901122
2004-12-02,11.330224712846787,-0.15809343983771387
2004-12-03,11.976251716576623,-0.15809433847179918
2004-12-04,12.004308850639825,-0.15809394128928478
2004-12-05,11.99018862617784,-0.15809356644547307
2004-12-06,11.976582948727266,-0.15809323821650884
2004-12-07,11.974863109596214,-0.15809294980293184
2004-12-08,11.15470465819593,-0.15809267732653215
2004-12-09,11.968211941004885,-0.15809393599990082
2004-12-10,11.984610923692687,-0.15809355814299628
2004-12-11,11.354141663409278,-0.15809323755978152
2004-12-12,11.991076576047327,-0.15809410086949963
2004-12-13,11.98894880927398,-0.1580936897488169
2004-12-14,11.985281011220655,-0.15809335673727898
2004-12-15,11.988638309311815,-0.15809304639944857
2004-12-16,11.984986927144089,-0.158092744506295
2004-12-17,0.28255054976851857,-0.1580924642231023
2004-12-18,0.011111111111111113,-0.1581138588983479
2004-12-19,12.079667991233904,-0.15813372552310792
2004-12-20,11.377120038764708,-0.15813027108314437
2004-12-21,12.046151277037893,-0.15812931330521915
2004-12-22,11.334831178396367,-0.15812710339348818
2004-12-23,0.38303304861111104,-0.15812637385835268
2004-12-24,12.045618630178266,-0.15814589111919397
2004-12-25,12.031682756340984,-0.1581419445115396
2004-12-26,12.005710165354586,-0.15813920902477493
2004-12-27,12.048158338862688,-0.15813665239765173
2004-12-28,12.045250082742918,-0.15813413832444892
2004-12-29,12.020403545307829,-0.1581317545459148
2004-12-30,12.01505139033,-0.15812953151550926
2004-12-31,12.037877398443696,-0.15812742352149356
2005-01-01,12.005197858824811,-0.15812537451796718
2005-01-02,12.009249847706377,-0.15812348680613506
2005-01-03,12.000704143232028,-0.15812167987769596
2005-01-04,12.009744604490322,-0.15811997628773533
2005-01-05,11.97181675529588,-0.15811833742324488
2005-01-06,11.976704507455109,-0.1581168486023378
2005-01-07,11.962116921612962,-0.15811541932577622
2005-01-08,11.412857882350893,-0.15811408642317462
2005-01-09,11.950790261049972,-0.15811383328504572
2005-01-10,11.943310620646114,-0.15811254976515798
2005-01-11,11.949549460038408,-0.15811138790361945
2005-01-12,11.336908981563832,-0.1581102699090189
2005-01-13,11.9463605113005,-0.15811034040940591
2005-01-14,11.918984182290167,-0.15810922712202277
2005-01-15,11.748481236137508,-0.15810827021111995
2005-01-16,11.956357005006874,-0.15810767273922488
2005-01-17,11.925444897631225,-0.15810670475901595
2005-01-18,11.91626204927293,-0.15810585843190028
2005-01-19,11.926728731069947,-0.15810506729618648
2005-01-20,11.172156432887054,-0.1581042941707124
2005-01-21,11.889516969064422,-0.15810495598519272
2005-01-22,11.877365401373494,-0.1581041936316783
2005-01-23,11.887299885291345,-0.15810355174789475
2005-01-24,11.115394809985142,-0.15810292140562848
2005-01-25,11.818084681529331,-0.15810375115318184
2005-01-26,11.826006289731845,-0.15810317430833123
2005-01-27,11.832949199128034,-0.15810267057553293
2005-01-28,11.793535548097811,-0.1581021789691936
2005-01-29,11.814687104878983,-0.15810178462891694
2005-01-30,11.815393559431655,-0.15810136679853912
2005-01-31,11.804405517730189,-0.15810096962290623
2005-02-01,11.825402107197931,-0.15810061200844075
2005-02-02,11.813543788150268,-0.15810023184386696
2005-02-03,11.815030774144711,-0.15809989376162448
2005-02-04,11.804827270637606,-0.1580995682258823
2005-02-05,11.819608078259842,-0.15809927740944885
2005-02-06,11.813597517575245,-0.15809897239289714
2005-02-07,11.817984342498368,-0.15809869447846844
2005-02-08,11.011549478959887,-0.15809842133890634
2005-02-09,11.813882846996082,-0.15809965449906735
2005-02-10,11.812058776206744,-0.15809927421400127
2005-02-11,11.821081733452187,-0.15809898409824524
2005-02-12,11.820667187531498,-0.1580986911214474
2005-02-13,11.809431621632314,11.668184546486488
2005-02-14,11.808025901490026,11.76039163046642
2005-02-15,11.690327533106537,11.778675177686283
2005-02-16,11.796051464843993,11.150888011208664
2005-02-17,11.787899647881787,12.097051914950242
2005-02-18,11.807297806055074,11.82640135590885
2005-02-19,11.803500485125852,11.825931027245094
2005-02-20,11.800599571557438,11.802133744504905
2005-02-21,11.801044741603048,11.806551383448591
2005-02-22,11.799087357736395,11.790928362313124
2005-02-23,11.803015145388484,10.499182100118817
2005-02-24,11.815011438968732,12.503410064070641
2005-02-25,11.794619479625881,11.919362184133089
2005-02-26,11.790621535590624,11.905718230106887
2005-02-27,11.790384067794484,11.474169981553203
2005-02-28,11.804366191621222,12.021299721614115
2005-03-01,11.77954101751583,11.838375946966668
2005-03-02,11.778869903363798,11.809980447409929
2005-03-03,11.781664272419254,11.768196040849935
2005-03-04,11.77219441854952,11.75935948757716
2005-03-05,11.760393471409195,11.761336832648588
2005-03-06,11.758617304837143,11.545430514544275
2005-03-07,11.774492779563149,11.603280822642395
2005-03-08,11.043904542185118,11.973209445165542
2005-03-09,9.060065937807043,11.39175721318903
2005-03-10,11.75122689414648,10.154482675886808
2005-03-11,10.20734420272642,11.491563588966487
2005-03-12,11.823587796465723,10.57629223328215
2005-03-13,11.816051367220414,11.504600540236016
2005-03-14,11.851700659380253,11.589487511893024
2005-03-15,11.866019041801827,11.713373538308911
2005-03-16,11.917347408809047,11.749347250125169
2005-03-17,11.88844666939914,11.89006223618454
2005-03-18,11.85479084697121,11.155989276129855
2005-03-19,11.842425471059926,12.270347220601263
2005-03-20,11.839237829757108,11.894166962105459
2005-03-21,11.088679555921132,11.958035933555944
2005-03-22,11.935723267831447,11.425699553150721
2005-03-23,11.271910340784311,11.88984291501712
2005-03-24,11.51562481460703,11.495005377247535
2005-03-25,11.9755220109034,11.623245005251283
2005-03-26,12.051991212143193,11.834449350420876
2005-03-27,12.064770151130547,11.892022160538986
2005-03-28,11.971033813081732,12.01953844446961
2005-03-29,11.276188092844903,11.908185522169989
2005-03-30,12.087159716463974,11.581110086274052
2005-03-31,12.107199054808607,11.925366089850387
2005-04-01,12.076994413101842,11.909875590910334
2005-04-02,12.077681028230145,11.878792068951777
2005-04-03,12.153922967029045,11.964618010195277
2005-04-04,11.437804580386784,12.047960948710134
2005-04-05,12.111279656298866,11.476265752278513
2005-04-06,12.095131155086262,10.893991919328712
2005-04-07,12.082742742198858,10.462676305873856
2005-04-08,12.086129160946864,10.172400239447263
2005-04-09,12.086726563684481,9.963162667766081
2005-04-10,12.156318099727681,9.79862053780699
2005-04-11,12.159864695434255,9.700232908848175
2005-04-12,12.158950095162018,9.58741177433687
2005-04-13,12.130454607278324,9.482115935285911
2005-04-14,12.17084429687424,9.363012910466665
2005-04-15,12.089153169682081,9.281536554781015
2005-04-16,12.12137616200595,9.136059877501948
2005-04-17,12.076433567294258,9.58618909207577
2005-04-18,12.138492925467858,22.218468334725912
2005-04-19,12.043345149448722,15.660580169462966
2005-04-20,12.044406711413007,14.60923791911287
2005-04-21,12.055222178098967,13.55452456590505
2005-04-22,12.058186482591017,6.9275353225448155
2005-04-23,11.997451714579872,15.690321073261087
2005-04-24,12.011659133150056,13.06467260117718
2005-04-25,11.954361654445375,12.767796026689249
2005-04-26,11.991681494321933,12.42361606574328
2005-04-27,12.010571071108785,12.00095713981397
2005-04-28,12.003419064192064,12.236185836976482
2005-04-29,11.971512040656712,12.057261345706882
2005-04-30,12.006761491966575,12.041559655998194
2005-05-01,11.952748970308996,0.10707638500904038
2005-05-02,11.905175703534086,9.929288159048866
2005-05-03,11.922346153406195,10.704969628752142
2005-05-04,11.944953277441185,12.250709472057682
2005-05-05,11.954613624351575,13.020345228968615
2005-05-06,11.843816620778284,13.571980264876842
2005-05-07,11.908924039792108,13.880825197162288
2005-05-08,11.899951730276506,14.183072888494262
2005-05-09,11.825625018395572,13.263226975755526
2005-05-10,11.884437658576713,12.681063357221479
2005-05-11,11.86383526466912,12.273311721352165
2005-05-12,11.906716793640983,12.160541090629907
2005-05-13,11.875801894245615,12.057556284553545
2005-05-14,11.87289911961821,11.980314624293321
2005-05-15,11.389170060488093,11.92039794668493
2005-05-16,11.92096163279548,11.625542124236993
2005-05-17,11.859151961028,11.876241381278701
2005-05-18,11.912147671655966,11.756979598760097
2005-05-19,11.087594900159132,11.871698571856173
2005-05-20,11.810657892385853,11.40893185470344
2005-05-21,11.827437358785653,11.69664530026188
2005-05-22,11.81875691728544,11.696611695791164
2005-05-23,11.816266718114516,11.801758897133666
2005-05-24,11.856158162159689,11.736926649155077
2005-05-25,11.848050867012196,11.807062324101828
2005-05-26,11.832729246331,10.775292838535231
2005-05-27,11.834430034147436,12.064104854845127
2005-05-28,11.841106223515187,12.079458127068538
2005-05-29,11.797752147797112,11.971729783438795
2005-05-30,11.844880862667752,11.872723824449729
2005-05-31,11.854247029124044,11.876042555753369
2005-06-01,11.846276208248048,11.875456102011174
2005-06-02,11.829179748420627,11.835442127993112
2005-06-03,11.849542583758796,11.820352672718329
2005-06-04,11.78884638366251,12.747844937590699
2005-06-05,11.786463311395195,11.294224651976135
2005-06-06,11.771789089779935,11.666129488017255
2005-06-07,11.713155529651024,11.663782731429889
2005-06-08,11.728212611652225,11.655690800245832
2005-06-09,11.72777965145791,11.670623053101892
2005-06-10,11.6953073539474,11.718415887045056
2005-06-11,11.700557769682396,11.661377615877246
2005-06-12,11.762244950193464,11.671882263166392
2005-06-13,11.689281461405375,11.721667547872686
2005-06-14,11.703125067541896,11.712095261133307
2005-06-15,10.981882809170921,11.674748568384587
2005-06-16,11.712872439988526,11.275085180908903
2005-06-17,11.692879388711946,11.626397996586768
2005-06-18,11.689125870443986,11.643801217794206
2005-06-19,11.70944098492565,11.298606431876197
2005-06-20,11.717728889621961,11.84063315500424
2005-06-21,11.68348563657118,11.71731383912624
2005-06-22,11.701782520875009,10.932545635068607
2005-06-23,11.706473842146563,12.138527300427732
2005-06-24,11.695730538730222,11.773311683835372
2005-06-25,11.684461744786086,11.777880802536654
2005-06-26,11.711174555547993,11.073774528202858
2005-06-27,11.683675071752536,12.112848584702018
2005-06-28,11.72704011402791,11.748288690523907
2005-06-29,11.702252746987135,11.765734541624667
2005-06-30,11.760531353934596,11.710935082573808
2005-07-01,11.77171751932299,11.739129808623582
2005-07-02,11.782021065204663,11.820571482853357
2005-07-03,11.875225296042151,11.766279569922498
2005-07-04,11.873555167129116,11.766972120113012
2005-07-05,11.87276251790462,11.83595695032559
2005-07-06,11.874624159181963,11.866648309373327
2005-07-07,11.872287738960823,11.818895724784738
2005-07-08,11.876633667802372,11.90568396135954
2005-07-09,11.887318859306689,11.84732964605557
2005-07-10,11.874962740521175,11.130166129913146
2005-07-11,11.874143878396977,12.561310692567226
2005-07-12,11.10849575380343,11.698110693648571
2005-07-13,11.935268298048234,11.52741237442512
2005-07-14,11.852641449113472,11.875225826305892
2005-07-15,11.931855045808055,11.766675979859729
2005-07-16,11.920613375019279,11.836104784358232
2005-07-17,11.904183822004859,11.912815413656928
2005-07-18,11.917843291253734,11.851621742495407
2005-07-19,11.919619124627413,11.872707202645639
2005-07-20,11.928681332360542,11.921763412426262
2005-07-21,11.924651584947936,11.867014358495036
2005-07-22,11.90702288933399,11.879366323130704
2005-07-23,11.860684493714905,11.264677049093464
2005-07-24,11.435609841686649,12.188079907084324
2005-07-25,11.045492359900653,11.697050761602576
2005-07-26,11.50133255309269,11.438533357280093
2005-07-27,11.901104312318521,11.591271643174656
2005-07-28,11.95111280048242,11.773568963726442
2005-07-29,11.913937042752323,11.85270590847635
2005-07-30,11.932877778358533,11.847438541776718
2005-07-31,11.942943439117592,11.874701972146653
2005-08-01,11.123689053562748,11.817696154352191
2005-08-02,11.907262284606352,11.458806954462188
2005-08-03,11.893214645633314,11.807188405966663
2005-08-04,11.857615329477644,11.797856120553126
2005-08-05,11.90020901082211,11.15082606912344
2005-08-06,11.875243987803955,10.351931878457325
2005-08-07,11.832987798905142,13.021391731336859
2005-08-08,11.141095924035325,12.064549840176873
2005-08-09,11.927917782194498,11.726541181818122
2005-08-10,11.921433844252947,11.918577632170376
2005-08-11,11.947024595877318,11.922986981400564
2005-08-12,11.961340628100551,11.92688419197123
2005-08-13,11.980906054405034,11.90165819578826
2005-08-14,11.913465681828804,12.004441831549876
2005-08-15,12.014657296695411,11.981567796286878
2005-08-16,12.021342285517852,11.911698995031129
2005-08-17,11.952749047360811,11.979609651251549
2005-08-18,12.0066177091012,11.402517310899302
2005-08-19,12.008035364382676,12.288485124387078
2005-08-20,11.989537200011576,12.03399468856682
2005-08-21,11.949757374108733,12.04003962812127
2005-08-22,12.218911594501712,12.021299973318046
2005-08-23,12.128627872164946,12.041581120764294
2005-08-24,11.216690134705779,12.163951689808101
2005-08-25,12.010324746779144,11.574400246586745
2005-08-26,12.085367373827305,11.98879499194696
2005-08-27,12.098272286636838,12.01187138057794
2005-08-28,12.049092432652605,12.052937840052365
2005-08-29,12.111278273684675,12.05240333326052
2005-08-30,12.166759286700339,12.073876031859362
2005-08-31,12.121966991745925,12.160134471279013
2005-09-01,11.345518515857258,12.063070552829483
2005-09-02,11.972865429086127,10.92808054330413
2005-09-03,12.018041941376262,12.33158495938968
2005-09-04,12.067276115814359,11.980385665316787
2005-09-05,11.99635588909726,11.973438328965646
2005-09-06,12.061867773361756,10.591984173708138
2005-09-07,12.02158468311353,12.84358824532749
2005-09-08,12.085762303088027,12.116421300442216
2005-09-09,12.059730472344782,12.216624263070617
2005-09-10,12.106559182391315,12.118349062042492
2005-09-11,12.07774625774845,11.32846990973307
