Time,Voltage (V),ARIMA
2001-05-29,32.67328835421429,-0.029987869863800524
2001-05-30,32.663326771396825,-0.029987862980405802
2001-05-31,32.66477639331495,-0.02998786114852693
2001-06-01,32.66091251564136,-0.029987858794805762
2001-06-02,32.660985221398406,-0.02998785837665824
2001-06-03,32.66924162425321,-0.029987857956893578
2001-06-04,32.65585745723138,-0.02998785381128353
2001-06-05,32.68576924577153,-0.029987856068733887
2001-06-06,32.67362117962513,-0.029987844543612967
2001-06-07,32.6872904920755,-0.02998783941441059
2001-06-08,32.686406410297224,-0.029987828450424907
2001-06-09,32.686816798344516,-0.029987818713955706
2001-06-10,32.6933355985094,-0.029987809523511884
2001-06-11,32.68053623681284,-0.02998779805809764
2001-06-12,32.69344721225984,-0.02998779328050885
2001-06-13,32.677123453426894,-0.029987782986787948
2001-06-14,32.68386381023681,-0.029987780896639345
2001-06-15,32.68158566664634,-0.02998777589630571
2001-06-16,32.68587827888766,-0.02998777230907846
2001-06-17,32.68385468271216,-0.029987767038293388
2001-06-18,32.676395070939684,-0.02998776308512658
2001-06-19,32.68110789187966,-0.029987762824307963
2001-06-20,32.66081641370639,-0.029987760438343516
2001-06-21,32.41704530446941,-0.02998776746647886
2001-06-22,32.26964536151892,-0.029987884904384497
2001-06-23,32.65176246556511,-0.029988060584429516
2001-06-24,32.667215770250536,-0.029988049143233497
2001-06-25,32.65732730094473,-0.02998803153042639
2001-06-26,32.67440241199909,-0.029988019743383394
2001-06-27,32.664400263100404,-0.02998800107268454
2001-06-28,32.6741163738987,-0.029987988359104198
2001-06-29,32.67950074767159,-0.029987972180636986
2001-06-30,32.675966218784,-0.029987954769405502
2001-07-01,32.68746236462643,-0.029987940277128054
2001-07-02,32.66739478188674,-0.02998792164374988
2001-07-03,32.68501300989705,-0.029987913545398086
2001-07-04,32.678231354289416,-0.029987898038601364
2001-07-05,32.68337632180342,-0.02998788678517357
2001-07-06,32.683144383106054,-0.029987874037263308
2001-07-07,32.658448421352425,-0.029987862354345765
2001-07-08,32.66976530221187,-0.02998786278969265
2001-07-09,32.680646772004664,-0.029987858042031745
2001-07-10,32.682151382801806,-0.02998784869960175
2001-07-11,32.67316589265515,-0.029987839375566774
2001-07-12,32.66597141225634,-0.029987834842522453
2001-07-13,32.6635731667855,-0.029987833924809672
2001-07-14,32.66317046514268,-0.029987834167592882
2001-07-15,32.65544260093107,-0.029987834575370666
2001-07-16,32.65800919564756,-0.02998783846936133
2001-07-17,32.66445677240062,-0.02998784090223936
2001-07-18,32.66539153704125,-0.029987840217760728
2001-07-19,32.66687100429405,-0.029987839159392016
2001-07-20,32.672773002945696,-0.029987837507382313
2001-07-21,32.67887986141426,-0.02998783329374379
2001-07-22,32.67348699533464,-0.029987826618040454
2001-07-23,32.680360879124045,-0.029987822899026864
2001-07-24,32.69000373356526,-0.029987816331653296
2001-07-25,32.69115723081688,-0.029987805870152852
2001-07-26,32.69366825441245,-0.029987795671061003
2001-07-27,32.69336716134448,-0.02998778509682639
2001-07-28,32.69739811942908,-0.02998777545546008
2001-07-29,32.68423863593408,-0.029987764705262432
2001-07-30,32.67330548804701,-0.029987760752950496
2001-07-31,32.675817208357394,-0.029987762073707222
2001-08-01,32.68230051797599,-0.029987762151992184
2001-08-02,32.68479952438781,-0.029987759273871102
2001-08-03,32.681236376910896,-0.02998775547508207
2001-08-04,32.6757246212321,-0.029987753583765563
2001-08-05,32.68195262805379,-0.029987754343160096
2001-08-06,32.676329225925635,-0.029987752211073332
2001-08-07,32.669456069029756,-0.02998775279862817
2001-08-08,32.66125333732851,-0.029987756469893413
2001-08-09,32.65499876374036,-0.02998776359786276
2001-08-10,32.65239226008743,-0.029987773035781512
2001-08-11,32.648864690394376,-0.029987782949583153
2001-08-12,32.64375033419079,-0.029987793722623043
2001-08-13,32.645622127963364,-0.02998780601236954
2001-08-14,32.6519151182769,-0.029987816525317942
2001-08-15,32.650683322474414,-0.029987823383135187
2001-08-16,32.61718805457272,-0.029987830285399024
2001-08-17,32.64180341959201,-0.029987851911671
2001-08-18,32.64836373957162,-0.029987860707996493
2001-08-19,32.649358339301784,-0.029987865856727983
2001-08-20,32.65489204816963,-0.029987870165317183
2001-08-21,32.6684330720307,-0.02998787163127474
2001-08-22,32.6862510897146,-0.0299878668244645
2001-08-23,32.69144540865655,-0.029987854270556828
2001-08-24,32.69025148610874,-0.02998784029758446
2001-08-25,32.69829842641731,-0.02998782791959887
2001-08-26,32.69640557772021,-0.029987812811097907
2001-08-27,32.69335650330802,-0.02998779970112335
2001-08-28,32.68445063057224,-0.0299877889654524
2001-08-29,32.68336022291208,-0.029987783090781893
2001-08-30,32.6775604872732,-0.02998777815449121
2001-08-31,32.6845006292083,-0.029987776229141658
2001-09-01,32.684363436566564,-0.02998777129028292
2001-09-02,32.67665635592911,-0.029987766785570268
2001-09-03,32.67925297577618,-0.029987766127338042
2001-09-04,32.66219456471811,-0.029987764336940344
2001-09-05,32.64801720926634,-0.02998777044446977
2001-09-06,32.6491778106144,-0.029987782544358445
2001-09-07,32.64568948924101,-0.02998779320539746
2001-09-08,32.654944350956924,-0.02998780465157415
2001-09-09,32.65001932159693,-0.029987811024453276
2001-09-10,32.65309342273685,-0.02998781915904438
2001-09-11,32.65711597870564,-0.02998782528240187
2001-09-12,32.66970108239947,-0.02998782911426017
2001-09-13,32.67574193201353,-0.029987826930320566
2001-09-14,32.67207550295849,-0.02998782216159627
2001-09-15,32.6792185735505,-0.029987819420347006
2001-09-16,32.677840651312856,-0.029987813634643583
2001-09-17,32.68158278277015,-0.029987808911470216
2001-09-18,32.69580350211001,-0.029987802840753516
2001-09-19,32.68953846887516,-0.029987790755172307
2001-09-20,32.673572222019445,-0.029987782430359343
2001-09-21,32.68050704738307,-0.029987781998232377
2001-09-22,32.462716029965534,-0.029987778442632188
2001-09-23,32.39952260776158,-0.02998787426998087
2001-09-24,32.39628769261776,-0.029987991644065147
2001-09-25,32.39909809331676,-0.02998810165647918
2001-09-26,32.6247112866786,-0.02998820211009437
2001-09-27,32.661974840392304,-0.02998819232815559
2001-09-28,32.66745501412908,-0.029988166324016456
2001-09-29,32.67139747445485,-0.029988139783019126
2001-09-30,32.669622879116375,-0.02998811344537273
2001-10-01,32.66258781756971,-0.02998808989756927
2001-10-02,32.66788242165052,-0.029988071323644012
2001-10-03,32.669344308478735,-0.02998805173809612
2001-10-04,32.679981413801535,-0.029988032961308725
2001-10-05,32.69723798831992,-0.02998801075682731
2001-10-06,32.688370756585726,-0.02998798237014899
2001-10-07,32.68598066441237,-0.029987960155343732
2001-10-08,32.68244607479806,-0.029987940700195122
2001-10-09,32.67319651169437,-0.029987924317858378
2001-10-10,32.674805525424304,-0.02998791337791528
2001-10-11,32.67341060470612,-0.029987902529086806
2001-10-12,32.665119400090816,-0.029987893131587444
2001-10-13,32.67449400973092,-0.029987888214642794
2001-10-14,32.68215192995555,-0.029987879401432507
2001-10-15,32.68553230398145,-0.02998786776645379
2001-10-16,32.67114366057775,-0.029987855468764653
2001-10-17,32.671538417040836,-0.02998785064481229
2001-10-18,32.657770115356385,-0.02998784600427113
2001-10-19,32.66430256770824,-0.029987847978857417
2001-10-20,32.65888012266484,-0.02998784683195283
2001-10-21,32.67684940318271,-0.02998784823908831
2001-10-22,32.67541699508037,-0.029987841362610845
2001-10-23,32.67052941276784,-0.029987835655553942
2001-10-24,32.68868016283572,-0.02998783260233257
2001-10-25,32.693867232186406,-0.029987821518609938
2001-10-26,32.690451609510745,-0.02998780890847213
2001-10-27,32.702044989856695,-0.029987798801832846
2001-10-28,32.683819243459766,-0.029987784179768176
2001-10-29,32.6656739088632,-0.029987778952620316
2001-10-30,32.67140486525692,-0.029987782376709973
2001-10-31,32.66636977008882,-0.029987782934971452
2001-11-01,32.70575695994058,-0.029987785742657494
2001-11-02,32.7085915894947,-0.02998777041416361
2001-11-03,32.70832060831711,-0.029987754949307208
2001-11-04,32.68031462297609,-0.029987740771695512
2001-11-05,32.67841722554763,-0.029987740406476296
2001-11-06,32.65764282327852,-0.02998774093223821
2001-11-07,32.69783573558977,-0.029987750872732047
2001-11-08,32.73765937053296,-0.029987741773534117
2001-11-09,32.74336417349621,-0.02998771523567395
2001-11-10,32.73781889734713,-0.02998768809889736
2001-11-11,32.732559753306404,-0.029987665528121724
2001-11-12,32.73341101488278,-0.02998764704948171
2001-11-13,32.737816481230155,-0.029987629574185375
2001-11-14,32.609349178962425,-0.029987611409222
2001-11-15,32.19983469202501,-0.029987653076073248
2001-11-16,32.14509002078142,-0.02998787797448709
2001-11-17,32.138918316222004,-0.029988110860458717
2001-11-18,32.0977473703556,-0.029988329027568157
2001-11-19,32.05926838749342,-0.02998854951153128
2001-11-20,31.99475301290326,-0.02998877091288029
2001-11-21,31.98552973894546,-0.029989005011571424
2001-11-22,31.958623507607353,-0.029989225688878504
2001-11-23,31.937934852437223,-0.029989442002332264
2001-11-24,31.890727600467436,-0.02998965145078647
2001-11-25,31.887945785472212,-0.029989866619367228
2001-11-26,31.87046776952196,-0.029990066859822105
2001-11-27,31.83462252487348,-0.02999025998382851
2001-11-28,31.803291819920194,-0.02999045488579996
2001-11-29,31.811313350244085,-0.02999064937738337
2001-11-30,31.768362018914882,-0.029990825580506517
2001-12-01,31.51397406803632,-0.029991008069037824
2001-12-02,31.690967390581378,-0.029991292593420656
2001-12-03,31.76675081497052,-0.029991475155236827
2001-12-04,31.218714535486942,-0.029991609488437043
2001-12-05,31.384629517665143,-0.02999198311931569
2001-12-06,31.61383233770528,-0.02999225312293948
2001-12-07,31.724375276983658,-0.029992398496644812
2001-12-08,31.645031078986715,-0.029992482621761844
2001-12-09,31.68631424782816,-0.02999259652447122
2001-12-10,31.68184960888805,-0.02999268306686967
2001-12-11,31.65964039845131,-0.02999276512770551
2001-12-12,31.688604113320302,-0.02999285111971689
2001-12-13,31.584762035779146,-0.02999291745855196
2001-12-14,31.64044016519903,-0.029993026062451925
2001-12-15,31.675728300595924,-0.029993101153784715
2001-12-16,31.510291849592644,-0.0299931545341482
2001-12-17,31.615561773490647,-0.02999327918608139
2001-12-18,31.666839868661437,-0.02999334654871414
2001-12-19,31.665989058955013,-0.029993385505126563
2001-12-20,31.66285851249117,-0.029993421916782517
2001-12-21,31.620033678296277,-0.029993457012700696
2001-12-22,31.662844689250083,-0.02999350895653171
2001-12-23,31.667403404325732,-0.029993537507916737
2001-12-24,31.670063898044912,-0.029993561835811776
2001-12-25,31.421328829469033,-0.029993583121955797
2001-12-26,31.674225588476336,-0.029993716003844775
2001-12-27,31.673789680567303,-0.029993723792966664
2001-12-28,31.67090342510663,-0.029993731194239218
2001-12-29,31.63002706952488,-0.02999373935199095
2001-12-30,31.63916670865716,-0.029993765498347112
2001-12-31,31.686232332054733,-0.029993785517471408
2002-01-01,31.29070044883109,-0.02999378261063327
2002-01-02,31.631618500702682,-0.02999395992668589
2002-01-03,31.68949613797745,-0.029993968747801518
2002-01-04,31.687477603570766,-0.0299939505652635
2002-01-05,31.690213222489163,-0.029993934669810214
2002-01-06,31.665131525802874,-0.029993918725724295
2002-01-07,31.71336300764836,-0.02999391539615432
2002-01-08,31.7233133903483,-0.02999389036732667
2002-01-09,31.731365812380858,-0.02999386269387204
2002-01-10,31.71266708702946,-0.029993833438581675
2002-01-11,31.760764494433406,-0.0299938148947902
2002-01-12,31.743290352509856,-0.029993775857816957
2002-01-13,31.744910364051123,-0.029993747711235592
2002-01-14,31.782931728225158,-0.029993720945777423
2002-01-15,31.825740218770832,-0.029993678891465175
2002-01-16,31.84751578884048,-0.029993620520383714
2002-01-17,31.850844476411158,-0.029993556632525023
2002-01-18,31.872323085734738,-0.02999349603815741
2002-01-19,31.90925922096008,-0.029993430229487507
2002-01-20,31.93241640144493,-0.029993352564331943
2002-01-21,31.93924775946087,-0.029993270205755908
2002-01-22,31.982632257796045,31.957299872888957
2002-01-23,32.018688247915435,32.032354275082014
2002-01-24,32.05301049528709,32.02908693255262
2002-01-25,32.074779277601266,32.10508530759356
2002-01-26,32.13696015731376,32.07325144549151
2002-01-27,32.17861449645194,32.16712969569462
2002-01-28,32.21595052291982,32.238212576310794
2002-01-29,32.284640784951876,32.224035426063516
2002-01-30,32.51221364648306,32.27467084080638
2002-01-31,32.49614509817303,32.519418102025924
2002-02-01,32.50160651752702,32.76356121449048
2002-02-02,32.50803205749301,32.528707706842994
2002-02-03,32.51181285946263,32.495896570159104
2002-02-04,32.516066683552744,32.51516731365339
2002-02-05,32.51849137459745,32.52210615531942
2002-02-06,32.52356858679781,32.52660113465246
2002-02-07,32.52654452228713,32.53837884491621
2002-02-08,32.53829375307986,32.52542584998652
2002-02-09,32.545436056165734,32.54010501121569
2002-02-10,32.55321077046682,32.530433190137266
2002-02-11,32.55952702250937,32.56687811850003
2002-02-12,32.564451611566255,32.57176530229277
2002-02-13,32.56677280831155,32.57342067295691
2002-02-14,32.57080912758578,32.56995179795643
2002-02-15,32.575069305804824,32.57173976253854
2002-02-16,32.57689029743082,32.55682126871205
2002-02-17,32.582417032958276,32.578078272618406
2002-02-18,32.58880273972655,32.59748615833325
2002-02-19,32.596578736048464,32.576585486181884
2002-02-20,32.5959539701888,32.60503053598266
2002-02-21,32.60397534946097,32.57683519691569
2002-02-22,32.613694715543836,32.61283306251185
2002-02-23,32.618922135012596,32.60654405274164
2002-02-24,32.62614333717779,32.624097553321334
2002-02-25,32.63209292623837,32.62004530412074
2002-02-26,32.63948719276994,32.62439328254876
2002-02-27,32.64246004728309,32.632288381704036
2002-02-28,32.65017895299102,32.63290106217069
2002-03-01,32.61533826700851,32.640242220274665
2002-03-02,32.61546106135491,32.632250933180394
2002-03-03,32.617675869017354,32.61261781988349
2002-03-04,32.595284081024786,32.622403308464214
2002-03-05,32.59595415505349,32.58900208998198
2002-03-06,32.601438422754946,32.58560798965031
2002-03-07,32.61403773080522,32.59995704374322
2002-03-08,32.59985715844929,32.6095741754509
2002-03-09,32.60375934900368,32.576126159631016
2002-03-10,32.5954823992077,32.6352448858869
2002-03-11,32.5926330926313,32.59830229124427
2002-03-12,32.589405314358984,32.593031867181054
2002-03-13,32.588098199284055,32.59413937558887
2002-03-14,32.59579449048773,32.59514319782972
2002-03-15,32.59690046956315,32.59327631529443
2002-03-16,32.61320723728423,32.59679021524752
2002-03-17,32.60861238225542,32.61107510218803
2002-03-18,32.61635021124806,32.605978097272704
2002-03-19,31.849343176046535,32.61969140881496
2002-03-20,31.83262893915318,31.912230796050604
2002-03-21,32.423561952194554,31.88816373288008
2002-03-22,32.449186415967375,32.44719593003131
2002-03-23,32.45726142170227,32.46623292478134
2002-03-24,32.46212999451936,32.467786481564985
2002-03-25,32.46111913096581,32.4668920085541
2002-03-26,32.47877629531339,32.47373608544662
2002-03-27,32.48954828647248,32.48022183223359
2002-03-28,32.48063586028395,32.327348900843994
2002-03-29,32.28649615125795,32.4677681389166
2002-03-30,32.27278097915017,32.30169885438179
2002-03-31,32.27760959048715,32.300934574332636
2002-04-01,32.28259022743302,32.42939731309042
2002-04-02,32.48895891869581,32.28810419597304
2002-04-03,32.50205642774787,32.51186122066447
2002-04-04,32.515079122366785,32.50112497528406
2002-04-05,32.52304465005506,32.52552757314635
2002-04-06,32.52580638412502,32.524666867466784
2002-04-07,32.5452654256721,32.52709291465977
2002-04-08,32.54901602652382,32.526586069262024
2002-04-09,32.567541130936775,32.536729799057184
2002-04-10,32.56821144206878,32.57311955900415
2002-04-11,32.57312513984417,32.56688946803466
2002-04-12,32.57003453770898,32.568423525926306
2002-04-13,32.570115883311445,32.56987307671558
2002-04-14,32.57092303081221,32.607935625141806
2002-04-15,32.57148474840207,32.56009427878156
2002-04-16,32.57732221845142,32.57606677083554
2002-04-17,32.585213070239746,32.586597687907506
2002-04-18,32.58992438601594,32.57910370024688
2002-04-19,32.60022604987117,32.574867975093106
2002-04-20,32.60308030473203,32.60864384118937
2002-04-21,32.5972715774435,32.62017219569974
2002-04-22,32.578547693933345,32.60654549162678
2002-04-23,32.55196706741395,32.58926494864479
2002-04-24,32.568806399564146,32.55473817023056
2002-04-25,32.562565807540956,32.57469902139998
2002-04-26,32.55660581714322,32.55944429732426
2002-04-27,32.548785016561474,32.55610904988202
2002-04-28,32.55207565254573,32.560447047624116
2002-04-29,32.485195715642924,32.55318173465263
2002-04-30,32.55368121170931,32.49212393463153
2002-05-01,32.5667267764754,32.557863015459326
2002-05-02,32.56701395717158,32.570485692166955
2002-05-03,32.57465381499626,32.56763779118368
2002-05-04,32.57881128156257,32.58055129709144
2002-05-05,32.57368812807032,32.58547306442896
2002-05-06,32.58247302328297,32.58420254542827
2002-05-07,32.591211858978056,32.57720824881919
2002-05-08,32.603102082006075,32.60390951583122
2002-05-09,32.58427448722108,32.60742340505304
2002-05-10,32.59307472097941,32.5803807033309
2002-05-11,32.59639024539149,32.58978446241014
2002-05-12,32.597345820158644,32.57096611519411
2002-05-13,32.61371268077217,32.63736488374588
2002-05-14,32.61873082735139,32.61477760272278
2002-05-15,32.6290660360774,32.61762029011391
2002-05-16,32.61929416093304,32.630048339554385
2002-05-17,32.63044468981087,32.62142895233691
2002-05-18,32.61607889958876,32.64494129876072
2002-05-19,32.62213403120125,32.62982946621623
2002-05-20,32.6132437928738,32.618835917106864
2002-05-21,32.61667294555689,32.616738783907756
2002-05-22,32.604244505321134,32.611203069089264
2002-05-23,32.610429293891734,32.602909030460076
2002-05-24,32.60103910025567,32.61492778063889
2002-05-25,32.606264743158995,32.60996894774184
2002-05-26,32.61513299443902,32.602651384629354
2002-05-27,32.62801779828214,32.615838784137566
2002-05-28,32.64024592012366,32.62895671369175
2002-05-29,32.640902501378754,32.64447373850084
2002-05-30,32.64962363679221,32.63110651935057
2002-05-31,32.63900001600122,32.64983276099661
2002-06-01,32.64201790360098,32.63480429686759
2002-06-02,32.6478352357571,32.64124083255807
2002-06-03,32.63949989457671,32.65480950981937
2002-06-04,32.64366791691083,32.62608232639399
2002-06-05,32.6311233521487,32.672225291625885
2002-06-06,32.63620966894038,32.62081622170976
2002-06-07,32.62923221219654,32.65042282315475
2002-06-08,32.62994315815445,32.630445889075105
2002-06-09,32.63583666499215,32.63233125988416
2002-06-10,32.63260849067316,32.64392050842469
2002-06-11,32.622573380893584,32.6221077489175
2002-06-12,32.62732731823154,32.63757493318095
2002-06-13,32.62601755098479,32.61370805113883
2002-06-14,32.62510912969876,32.63433241668585
2002-06-15,32.63028134772533,32.62498115725107
2002-06-16,32.628304252965286,32.63616340208248
2002-06-17,32.620812494185486,32.62834196951986
2002-06-18,32.62636082653597,32.615825739921576
2002-06-19,32.62888870538424,32.63256750125615
2002-06-20,32.63897481418853,32.61025552408583
2002-06-21,32.63188523873068,32.39457572426303
2002-06-22,32.64543983254623,32.466044192557305
2002-06-23,32.62950246112195,32.99700207528718
2002-06-24,32.63663950487524,32.64435927546587
2002-06-25,32.63803587527764,32.62678044321592
2002-06-26,32.6360332498449,32.654291074510084
2002-06-27,32.6331872989883,32.62664701749264
2002-06-28,32.63707690836101,32.64298073663166
2002-06-29,32.624817931706986,32.642977123060575
2002-06-30,32.622752585259114,32.62312711735472
2002-07-01,32.63471166825625,32.63598187203206
2002-07-02,32.62838514422327,32.61634238487811
2002-07-03,32.62594035981547,32.646667492211364
2002-07-04,32.63202478943295,32.62133280638051
2002-07-05,32.630940669480914,32.63837553196151
2002-07-06,32.62610697937288,32.63238331930992
2002-07-07,32.64006551525145,32.60343194309603
2002-07-08,32.64830212716871,32.65049410727874
2002-07-09,32.64818955703598,32.65852713532356
2002-07-10,32.643646870765046,32.649865139484454
2002-07-11,32.647199865029364,32.63528748385483
2002-07-12,32.64689647964663,32.63968781660897
2002-07-13,32.644451238473735,32.64366202866004
2002-07-14,32.65354951244844,32.64321586831091
2002-07-15,32.65740410664789,32.64427391741171
2002-07-16,32.657435369371015,32.65755125171086
2002-07-17,32.65379566730793,32.66165431060429
2002-07-18,32.645474141584856,32.653260985075555
2002-07-19,32.65022695928943,32.64618080876278
2002-07-20,32.645469735729215,32.65510979899868
2002-07-21,32.634083062273916,32.65135966950354
2002-07-22,32.63483486302234,32.629789869466386
2002-07-23,32.624758074491666,32.642345960233065
2002-07-24,32.62591563698982,32.63631388364217
2002-07-25,32.61263454505291,32.62962070886982
2002-07-26,32.63447578670087,32.618783519136116
2002-07-27,32.62179073540751,32.6363578134852
2002-07-28,32.632793689144314,32.628936854665845
2002-07-29,32.635267733682596,32.62222464056523
2002-07-30,32.633077137880555,32.62574841033099
2002-07-31,32.64927712503089,32.63634470089667
2002-08-01,32.63547805834437,32.65548607119922
2002-08-02,32.651555267947245,32.63922919326286
2002-08-03,32.63850556668444,32.64822232640544
2002-08-04,32.63875341281168,32.63393799384158
2002-08-05,32.64168771218555,32.64549212338406
2002-08-06,32.63765004576588,32.636822904780615
2002-08-07,32.6352708732052,32.6314161379699
2002-08-08,32.639365088289736,32.62736916441379
2002-08-09,32.64273336735589,32.63248604496392
2002-08-10,32.64911429101331,32.6387781589626
2002-08-11,32.63622969589464,32.64356160494903
2002-08-12,32.63921205455387,32.629794451655
2002-08-13,32.642879538592915,32.63915358543233
2002-08-14,32.643838660362604,32.64710711880136
2002-08-15,32.642616816949,32.64094289200248
2002-08-16,32.6383772762637,32.60745682744861
2002-08-17,32.63875692469628,32.65912607551772
2002-08-18,32.629168092276636,32.643274707126245
2002-08-19,32.62512803705231,32.62933557173747
