Time,Temperature (C),ARIMA,Outlier
2004-02-13,24.11841721822566,,False
2004-02-14,24.113869361939397,0.11105469517805053,True
2004-02-15,24.095142019195947,0.11112295890834993,True
2004-02-16,24.039949949862628,0.1111885748820992,True
2004-02-17,23.9649358062244,0.11125153585913934,True
2004-02-18,23.95702018932605,0.1113118840735718,True
2004-02-19,23.893175517605876,0.11136991711262174,True
2004-02-20,23.826275137407922,0.11142555756344764,True
2004-02-21,23.751849580932685,0.11147888725826093,True
2004-02-22,23.751849580932685,0.11152997170831977,True
2004-02-23,23.750342009678807,0.11157911620033653,True
2004-02-24,23.68708698682293,0.11162638995242044,True
2004-02-25,23.543315805870307,0.11167168147223402,True
2004-02-26,23.41822443286181,0.11171482801722568,True
2004-02-27,23.38700992928352,0.1117559662678808,True
2004-02-28,23.386550856279925,0.11179545001087374,True
2004-02-29,23.38700992928352,0.11183343299798174,True
2004-03-01,23.37483428421579,0.11186997493717953,True
2004-03-02,23.219368037291012,0.11190509320395256,True
2004-03-03,23.091520076725182,0.11193841827080928,True
2004-03-04,23.023820245276518,0.11197009988092786,True
2004-03-05,23.023820245276518,0.11200037825479356,True
2004-03-06,23.023820245276518,0.11202950681443656,True
2004-03-07,23.019197958812423,0.11205752922528107,True
2004-03-08,22.92952780424606,0.11208447383010806,True
2004-03-09,22.783912930744144,0.11211013014320373,True
2004-03-10,22.691118418925253,0.1121343817057956,True
2004-03-11,22.662202510909985,0.11215743800969946,True
2004-03-12,22.662202510909985,0.11217953328127783,True
2004-03-13,22.662202510909985,0.1122007894964866,True
2004-03-14,22.65324475306517,0.11222123851890832,True
2004-03-15,22.60658031903523,0.11224088452139214,True
2004-03-16,22.410591889846078,0.11225964653163166,True
2004-03-17,22.310575781337963,0.11227711669275396,True
2004-03-18,22.302148176508457,0.1122936277722906,True
2004-03-19,22.302078708182307,0.11230948694185396,True
2004-03-20,22.28216505953112,0.11232474366580633,True
2004-03-21,22.12067440076386,0.11233936215942156,True
2004-03-22,21.986657876126905,0.11235294813470337,True
2004-03-23,21.9433708190918,0.1123656220189169,True
2004-03-24,21.9433708190918,0.11237768665919713,True
2004-03-25,21.913121939589754,0.11238929315491683,True
2004-03-26,21.65853718152082,0.11240036948348897,True
2004-03-27,21.586000825636802,0.11241027260483567,True
2004-03-28,21.586000825636802,0.11241958523470616,True
2004-03-29,21.45532660621548,0.11242854422574547,True
2004-03-30,21.23403043206444,0.11243677671339712,True
2004-03-31,21.229890709815663,0.11244404239300686,True
2004-04-01,21.21877037397868,0.11245101992722316,True
2004-04-02,21.229890709815663,0.11245769962248199,True
2004-04-03,21.229890709815663,0.1124641585360636,True
2004-04-04,21.023566319336762,0.112470372178639,True
2004-04-05,20.85567641275519,0.11247573993662002,True
2004-04-06,20.817370345368985,0.1124804075499082,True
2004-04-07,20.779064277982787,0.11248478467605873,True
2004-04-08,20.740758210596574,0.11248888234610294,True
2004-04-09,20.702452143210376,0.11249271117216768,True
2004-04-10,20.664146075824174,0.11249628136338413,True
2004-04-11,20.62584000843797,0.11249960274119206,True
2004-04-12,20.587533941051763,0.11250268475406308,True
2004-04-13,20.549227873665558,0.11250553649166463,True
2004-04-14,20.51092180627936,0.11250816669848596,True
2004-04-15,20.47261573889315,0.11251058378694677,True
2004-04-16,20.434309671506945,0.11251279585000784,True
2004-04-17,20.39600360412074,0.11251481067330273,True
2004-04-18,20.243089222689115,0.11251663574680884,True
2004-04-19,20.300841808835887,0.1125179394758635,True
2004-04-20,20.369460720887865,0.11251936442249898,True
2004-04-21,20.52113803906832,0.1125209381063143,True
2004-04-22,20.52113803906832,0.11252290041302704,True
2004-04-23,20.52113803906832,0.11252478820336437,True
2004-04-24,20.555594392824425,0.11252660430703364,True
2004-04-25,20.72770804327932,0.11252845330467824,True
2004-04-26,20.86150939530434,0.11253074088384507,True
2004-04-27,20.87496245362672,0.11253333713296701,True
2004-04-28,20.87496245362672,0.11253587456238208,True
2004-04-29,20.87496245362672,0.11253831563636828,True
2004-04-30,20.87496245362672,0.1125406640139126,True
2004-05-01,20.89728014536453,0.11254292321505464,True
2004-05-02,20.94160769860929,0.11254516260076157,True
2004-05-03,20.98593525185405,0.11254744798812932,True
2004-05-04,21.030262805098808,0.112549777630347,True
2004-05-05,21.07459035834357,0.11255214984693412,True
2004-05-06,21.118917911588333,0.11255456302122173,True
2004-05-07,21.163245464833103,0.11255701559792948,True
2004-05-08,21.207573018077856,0.11255950608083462,True
2004-05-09,21.23833646629876,0.1125620330305296,True
2004-05-10,21.255791993824587,0.11256455496464356,True
2004-05-11,21.282188598312175,0.11256703273335317,True
2004-05-12,21.367911580424334,0.11256949444501127,True
2004-05-13,21.37193199190088,0.11257211608744566,True
2004-05-14,21.345365459949807,0.112574650061947,True
2004-05-15,21.346500720025002,0.11257700927778096,True
2004-05-16,21.376921351467086,0.11257928226198273,True
2004-05-17,21.437129905710595,0.11258155886122063,True
2004-05-18,21.51859747027969,0.1125839269959976,True
2004-05-19,21.569300571454,0.11258644603537164,True
2004-05-20,21.55667929949046,0.11258901930441363,True
2004-05-21,21.555345188128197,0.11259145754707645,True
2004-05-22,21.554893253384886,0.11259379925739635,True
2004-05-23,21.566441089946085,0.11259605070889575,True
2004-05-24,21.582313038131343,0.11259825080222124,True
2004-05-25,21.584543788024348,0.11260041427037575,True
2004-05-26,21.586000825636802,0.11260250217862855,True
2004-05-27,21.581025927982378,0.1126045151090378,True
2004-05-28,21.582576968021442,0.11260643689496502,True
2004-05-29,21.586000825636802,0.11260829028917635,True
