Time,Current (A),Autoencoder,Outlier
2004-02-14,0.9301748615824901,0.9301748615824901,False
2004-02-15,0.928446509984857,0.928446509984857,False
2004-02-16,0.9283912436437024,0.9283912436437024,False
2004-02-17,0.8840003442238669,0.8840003442238669,False
2004-02-18,0.9289072212972036,0.9289072212972036,False
2004-02-19,0.929009038571559,0.929009038571559,False
2004-02-20,0.9276147917290298,0.9276147917290298,False
2004-02-21,0.9272843397009732,0.9272843397009732,False
2004-02-22,0.9281405668196324,0.9281405668196324,False
2004-02-23,0.9277664664547282,0.9277664664547282,False
2004-02-24,0.826337082645604,0.826337082645604,False
2004-02-25,0.9268183649585306,0.9268183649585306,False
2004-02-26,0.9268688176799168,0.9268688176799168,False
2004-02-27,0.9260345912785414,0.9260345912785414,False
2004-02-28,0.8971368871420009,0.8971368871420009,False
2004-02-29,0.9259385498175358,0.9259385498175358,False
2004-03-01,0.9256577631030536,0.9256577631030536,False
2004-03-02,0.9248795569561272,0.9162055253982544,False
2004-03-03,0.9232200726931704,0.9194276332855223,False
2004-03-04,0.9223550457822935,0.907914400100708,False
2004-03-05,0.9227916864870934,0.9067378640174866,False
2004-03-06,0.9066825194927448,0.9131636619567872,False
2004-03-07,0.9024409194673608,0.9110053777694702,False
2004-03-08,0.9270231061947748,0.9107160568237304,False
2004-03-09,0.9253972542977188,0.9068708419799804,False
2004-03-10,0.9219979044875944,0.9052269458770752,False
2004-03-11,0.9293225425434216,0.9161416888237,False
2004-03-12,0.9285038655882736,0.9130311012268066,False
2004-03-13,0.9302050421331808,0.9182505011558532,False
2004-03-14,0.9340593045368542,0.9223976135253906,False
2004-03-15,0.934591437271516,0.9145408868789672,False
2004-03-16,0.9330531321251916,0.9146186113357544,False
2004-03-17,0.9382633793506188,0.9140884280204772,False
2004-03-18,0.882614534045134,0.9244792461395264,False
2004-03-19,0.9396169172290876,0.9186668395996094,False
2004-03-20,0.9373359250955521,0.921899437904358,False
2004-03-21,0.9413263433196232,0.9249573349952698,False
2004-03-22,0.9380536355071104,0.9117291569709778,False
2004-03-23,0.9425583417627424,0.9132540822029114,False
2004-03-24,0.9438920346337192,0.914031744003296,False
2004-03-25,0.9459967134976603,0.9061526656150818,False
2004-03-26,0.9462493105909792,0.9109917879104614,False
2004-03-27,0.9442676353740732,0.9049249291419984,False
2004-03-28,0.9488335207942601,0.9091039896011353,False
2004-03-29,0.9442680664545288,0.9162328839302064,False
2004-03-30,0.946344645320764,0.9138520956039428,False
2004-03-31,0.9439945517367,0.9122274518013,False
2004-04-01,0.9397341768358404,0.925714910030365,False
2004-04-02,0.9320294154289044,0.9154460430145264,False
2004-04-03,0.932228181524665,0.9204403162002563,False
2004-04-04,0.933268298505662,0.9208219051361084,False
2004-04-05,0.9184104090855636,0.9206147193908693,False
2004-04-06,0.8386209074817501,0.919511079788208,False
2004-04-07,0.7588314058779361,0.7910217046737671,False
2004-04-08,0.6790419042741226,0.7936034798622131,False
2004-04-09,0.5992524026703092,0.56532883644104,False
2004-04-10,0.5194629010664951,0.6481166481971741,False
2004-04-11,0.43967339946268136,0.7602092623710632,False
2004-04-12,0.3598838978588683,0.6634262800216675,False
2004-04-13,0.2800943962550542,0.7575954794883728,False
2004-04-14,0.20030489465124068,0.8544341921806335,False
2004-04-15,0.12051539304742695,0.748663604259491,False
2004-04-16,0.04072589144361327,0.8451584577560425,False
2004-04-17,0.003199229361653314,0.5605562925338745,False
2004-04-18,0.950959665048356,0.9695702195167542,False
2004-04-19,0.9442847560127556,0.6814537048339844,False
2004-04-20,0.9426397154370671,0.7609178423881531,False
2004-04-21,0.950299650380518,0.8331445455551147,False
2004-04-22,0.4778614896867743,0.6698070764541626,False
2004-04-23,0.9294854953411792,0.7926101684570312,False
2004-04-24,0.9497430437534412,0.6075448989868164,False
2004-04-25,0.9430720572104376,0.9547927379608154,False
2004-04-26,0.9458194504180134,0.9827775359153748,False
2004-04-27,0.926270506450538,0.7151712775230408,False
2004-04-28,0.9417789410582332,0.8291795253753662,False
2004-04-29,0.939712753657756,0.8276808857917786,False
2004-04-30,0.9411314235893964,0.7178524732589722,False
2004-05-01,0.004080975299675819,0.8538048267364502,False
2004-05-02,0.2519112515865799,0.9257739782333374,False
2004-05-03,0.36167341426832494,0.9212839007377625,False
2004-05-04,0.4714355769500697,0.9688451886177064,False
2004-05-05,0.5811977396318143,0.7358407378196716,False
2004-05-06,0.6909599023135593,0.9715560078620912,False
2004-05-07,0.8007220649953041,0.9078177809715272,False
2004-05-08,0.9104842276770491,0.8319175839424133,False
