Time,Current (A),ARIMA,Outlier
2004-02-14,11.826282960302732,,False
2004-02-15,11.804308624193794,0.042570195403900564,True
2004-02-16,11.80360596556941,0.04257608067784173,True
2004-02-17,11.239218172388057,0.0425814952444119,True
2004-02-18,11.810166127516938,0.042586073263851984,True
2004-02-19,11.811460636696346,0.04259077462298559,True
2004-02-20,11.793734122728633,0.04259501152559407,True
2004-02-21,11.789532741515258,0.04259889471413976,True
2004-02-22,11.80041884971036,0.04260246516037063,True
2004-02-23,11.795662521676094,0.042605756685280716,True
2004-02-24,10.50608499925724,0.0426087783180467,True
2004-02-25,11.783608318716835,0.042610641359309545,True
2004-02-26,11.784249776773672,0.04261345879386636,True
2004-02-27,11.773643386638772,0.04261585513206386,True
2004-02-28,11.406236740709405,0.04261805101589164,True
2004-02-29,11.772422311397241,0.04261981080149423,True
2004-03-01,11.768852377104121,0.04262174517945658,True
2004-03-02,11.758958230879465,0.04262346552113189,True
2004-03-03,11.737859477008062,0.042625040950869365,True
2004-03-04,11.726861487878466,0.04262647613324856,True
2004-03-05,11.732412956468108,0.04262779123828536,True
2004-03-06,11.527600318545575,0.0426290061450053,True
2004-03-07,11.47367243447088,0.04262997693848623,True
2004-03-08,11.786211407548269,0.042630862542039454,True
2004-03-09,11.7655402570149,0.042631907154104025,True
2004-03-10,11.722320778187886,0.04263280535748705,True
2004-03-11,11.815446539598645,0.042633603734544286,True
2004-03-12,11.805037845787904,0.04263441062336629,True
2004-03-13,11.826666677114599,0.04263513098765487,True
2004-03-14,11.875669934106035,0.04263581034169814,True
2004-03-15,11.882435492446158,0.042636466547200186,True
2004-03-16,11.862877415044697,0.04263706728388516,True
2004-03-17,11.929120721035792,0.0426376047554827,True
2004-03-18,11.221598922524564,0.04263814902509843,True
2004-03-19,11.946329659493909,0.042638136737656665,True
2004-03-20,11.917329027983053,0.04263874823502793,True
2004-03-21,11.96806337589644,0.04263917938924708,True
2004-03-22,11.926454028841713,0.04263961631814495,True
2004-03-23,11.983727056777036,0.04263998079029167,True
2004-03-24,12.000683684961414,0.042640362971144034,True
2004-03-25,12.027442662024276,0.042640717711477163,True
2004-03-26,12.030654192268662,0.042641060332411385,True
2004-03-27,12.005459088833295,0.04264137358478959,True
2004-03-28,12.063509951282516,0.04264164324169063,True
2004-03-29,12.005464569608636,0.042641936285707074,True
2004-03-30,12.031866282099235,0.042642155657745116,True
2004-03-31,12.001987091791888,0.04264238498822178,True
2004-04-01,11.947820503147664,0.04264257061121055,True
2004-04-02,11.849861837198524,0.042642707372575334,True
2004-04-03,11.85238895783838,0.042642771796161806,True
2004-04-04,11.865613049605555,0.04264284777192267,True
2004-04-05,11.676709208261109,0.04264292664393254,True
2004-04-06,10.662262073425756,0.04264286294579176,True
2004-04-07,9.647814938590397,0.04264211247032591,True
2004-04-08,8.633367803755046,0.042640856390416496,True
2004-04-09,7.618920668919697,0.0426391353893927,True
2004-04-10,6.604473534084335,0.04263698687702944,False
2004-04-11,5.5900263992489805,0.04263444525293236,False
2004-04-12,4.575579264413634,0.04263154214875036,False
2004-04-13,3.5611321295782745,0.04262830665089873,False
2004-04-14,2.5466849947429218,0.04262476550536076,False
