Time,Current (A),Rolling Mean
2004-02-14,11.826282960302732,11.763837845847055
2004-02-15,11.804308624193794,11.763837845847055
2004-02-16,11.80360596556941,11.763837845847055
2004-02-17,11.239218172388057,11.763837845847055
2004-02-18,11.810166127516938,11.763837845847055
2004-02-19,11.811460636696346,11.763837845847055
2004-02-20,11.793734122728631,11.763837845847055
2004-02-21,11.789532741515258,11.763837845847055
2004-02-22,11.80041884971036,11.763837845847055
2004-02-23,11.795662521676096,11.763837845847055
2004-02-24,10.50608499925724,11.763837845847055
2004-02-25,11.783608318716835,11.763837845847055
2004-02-26,11.784249776773672,11.763837845847055
2004-02-27,11.773643386638772,11.763837845847055
2004-02-28,11.406236740709405,11.763837845847055
2004-02-29,11.772422311397241,11.763837845847055
2004-03-01,11.768852377104121,11.763837845847055
2004-03-02,11.758958230879465,11.763837845847055
2004-03-03,11.737859477008062,11.763837845847055
2004-03-04,11.726861487878466,11.763837845847055
2004-03-05,11.732412956468108,11.763837845847055
2004-03-06,11.527600318545574,11.763837845847055
2004-03-07,11.47367243447088,11.763837845847055
2004-03-08,11.786211407548269,11.763837845847055
2004-03-09,11.7655402570149,11.763837845847055
2004-03-10,11.722320778187886,11.763837845847055
2004-03-11,11.815446539598645,11.763837845847055
2004-03-12,11.805037845787904,11.763837845847055
2004-03-13,11.8266666771146,11.763837845847055
2004-03-14,11.875669934106035,11.763837845847055
2004-03-15,11.882435492446158,11.763837845847055
2004-03-16,11.862877415044697,11.763837845847055
2004-03-17,11.929120721035792,11.763837845847055
2004-03-18,11.221598922524564,11.763837845847055
2004-03-19,11.946329659493909,11.763837845847055
2004-03-20,11.917329027983051,11.763837845847055
2004-03-21,11.96806337589644,11.763837845847055
2004-03-22,11.926454028841711,11.763837845847055
2004-03-23,11.983727056777036,11.763837845847055
2004-03-24,12.000683684961414,11.763837845847055
2004-03-25,12.027442662024278,11.763837845847055
2004-03-26,12.030654192268662,11.763837845847055
2004-03-27,12.005459088833295,11.763837845847055
2004-03-28,12.063509951282516,11.763837845847055
2004-03-29,12.005464569608636,11.763837845847055
2004-03-30,12.031866282099235,11.763837845847055
2004-03-31,12.001987091791888,11.763837845847055
2004-04-01,11.947820503147664,11.763837845847055
2004-04-02,11.849861837198524,11.763837845847055
2004-04-03,11.85238895783838,11.763837845847055
2004-04-04,11.865613049605555,11.763837845847055
2004-04-05,11.676709208261109,11.763837845847055
2004-04-06,10.662262073425756,11.763837845847055
2004-04-07,9.647814938590397,11.722734675626068
2004-04-08,8.633367803755046,11.662905603542319
2004-04-09,7.618920668919696,11.583949277190436
2004-04-10,6.604473534084335,11.496501265146971
2004-04-11,5.5900263992489805,11.379140138198519
2004-04-12,4.575579264413634,11.242614074570541
2004-04-13,3.5611321295782745,11.087281961492232
2004-04-14,2.5466849947429218,10.912888607779546
2004-04-15,1.5322378599075668,10.719149343821003
2004-04-16,0.5177907250722126,10.506359309922818
2004-04-17,0.040675138888888886,10.30889874651964
2004-04-18,12.090541840233572,10.314689945038824
2004-04-19,12.005676761365507,10.318867812672632
2004-04-20,11.984761645151579,10.322851176040798
2004-04-21,12.082150385527385,10.335604263678873
2004-04-22,6.07555141111111,10.228116133484793
2004-04-23,11.81751832843647,10.229034358981629
2004-04-24,12.075073665072706,10.23499880113622
2004-04-25,11.990258456943224,10.239761046040657
2004-04-26,12.025188931650664,10.245389865734472
2004-04-27,11.776642822222223,10.246224391503418
2004-04-28,11.973817722896195,10.254643587811922
2004-04-29,11.94754812794554,10.263584638632198
2004-04-30,11.965585158112436,10.266969049020199
2004-05-01,0.051885694444444436,10.04595669878302
2004-05-02,3.2028104232772847,9.88521122038848
2004-05-03,4.598331252555234,9.749039233840492
2004-05-04,5.993852081833179,9.639394219426253
2004-05-05,7.389372911111123,9.555671695539395
2004-05-06,8.784893740389071,9.497355163582471
2004-05-07,10.180414569667015,9.465241561265882
2004-05-08,11.575935398944964,9.459827560962115
2004-05-09,11.843219296779036,9.458206779372365
2004-05-10,11.877468946626465,9.470581685487495
2004-05-11,11.795107466608664,9.467728436565132
2004-05-12,11.849627236475234,9.466451044272532
2004-05-13,11.863925331997025,9.464486175519712
2004-05-14,11.876098085458072,9.463536063380399
2004-05-15,11.867903802254872,9.461350718955453
2004-05-16,11.869976188289359,9.458884539772962
2004-05-17,11.887149762419504,9.456237503931362
2004-05-18,11.819595372334804,9.452255262045819
2004-05-19,11.849450435104457,9.449311702541502
2004-05-20,11.855767750672236,9.445392038379044
2004-05-21,11.810346708545946,9.441710569302389
2004-05-22,11.786277301698227,9.4370768149552
2004-05-23,11.841367264799723,9.434046252181762
2004-05-24,11.788545516985225,9.431041063763601
2004-05-25,11.79834386193213,9.430069026494424
2004-05-26,10.765644211423519,9.409564408637541
2004-05-27,11.471335620210082,9.402125211856495
2004-05-28,11.777512281876902,9.404027156641698
2004-05-29,11.799185351693485,9.425478539250523
2004-05-30,11.786023329435688,9.465822093794774
2004-05-31,11.796283986963616,9.525499757628898
2004-06-01,11.816185352811203,9.60469343090987
2004-06-02,11.80054892060193,9.70273258914605
2004-06-03,11.794868547294454,9.819805082505399
2004-06-04,12.714042755555539,9.973360997432605
2004-06-05,11.813748279255945,10.129070736105769
2004-06-06,11.777296935995608,10.303233225563368
2004-06-07,11.775912851141797,10.496510112190428
2004-06-08,11.75472868750204,10.708527809594765
2004-06-09,11.737491554618886,10.929222458948162
2004-06-10,11.766067259787595,10.923100297052956
2004-06-11,11.734166989154836,10.917977471162189
2004-06-12,11.723987901847794,10.913057211854568
2004-06-13,11.732604993726193,10.906462015782848
2004-06-14,11.759100445431715,11.013698790015313
2004-06-15,11.728358908524964,11.012016536809435
2004-06-16,11.723268703438528,11.005378707344638
2004-06-17,11.731848796262678,11.000503053369533
2004-06-18,11.766133120739227,10.99561520788064
2004-06-19,11.40500057777777,10.98860309006093
2004-06-20,11.723315047541089,10.983876624488193
2004-06-21,11.731192822575816,10.979794448915179
2004-06-22,10.957930927069505,10.960782104933237
2004-06-23,11.732709881287056,11.181175014118947
2004-06-24,11.72928268841059,11.342051849310142
2004-06-25,11.736238906728289,11.476729352219069
2004-06-26,11.085271517048543,11.572793869864642
2004-06-27,11.761079713337994,11.655278903868922
2004-06-28,11.738479213486974,11.71100693166322
2004-06-29,11.725247034618516,11.740154714020795
2004-06-30,11.713319872824245,11.742746873905313
2004-07-01,11.71357902181154,11.740300830981397
2004-07-02,11.791399350951231,11.738676876346014
2004-07-03,11.771749459077537,11.738236159222787
2004-07-04,11.713851665371628,11.735674355994416
2004-07-05,11.74585541503991,11.733446621712208
2004-07-06,11.780404229355376,11.731641077257438
2004-07-07,11.744318851872961,11.729309285740797
2004-07-08,11.813199101733625,11.728238019956727
2004-07-09,11.789647344348314,11.726398351691232
2004-07-10,11.056935336394265,11.712008539692356
2004-07-11,12.084145461970241,11.716436747746426
2004-07-12,11.727093284061532,11.714008927621697
2004-07-13,11.813713007431689,11.714072442695013
2004-07-14,11.855691900023414,11.715382152097376
2004-07-15,11.816718402056464,11.714917079215429
2004-07-16,11.795596478827699,11.715050116231325
2004-07-17,11.853814281412232,11.716096727919629
2004-07-18,11.817979195585895,11.735952104979296
2004-07-19,11.80998490460186,11.742341714118764
2004-07-20,11.851105377473273,11.74373026309228
2004-07-21,11.809063701825831,11.743916647057041
2004-07-22,11.800187365121927,11.744183893013386
