Time,RPM,ARIMA,Outlier
2009-05-22,1266.6463972396714,,False
2009-05-23,1259.3019286831536,321.2041651949204,False
2009-05-24,72.33210595314287,443.5461899060683,False
2009-05-25,0.0,372.2383745362825,False
2009-05-26,0.0,309.18733463516145,False
2009-05-27,0.0,260.18671019784483,False
2009-05-28,0.0,221.43860318814103,False
2009-05-29,0.0,190.4337698252229,False
2009-05-30,0.0,165.42328919781994,False
2009-05-31,0.0,145.1355051330121,False
2009-06-01,0.0,128.61503378591357,False
2009-06-02,0.0,115.12614834379215,False
2009-06-03,0.0,104.0918288708908,False
2009-06-04,0.0,95.05347165149307,False
2009-06-05,0.0,87.6430882574482,False
2009-06-06,0.0,81.56338088705773,False
2009-06-07,0.0,76.57299602333995,False
2009-06-08,0.0,72.47532178218545,False
2009-06-09,0.0,69.10980148933099,False
2009-06-10,0.0,66.3450927266136,False
2009-06-11,0.0,64.0736170623195,False
2009-06-12,0.0,62.20718078252757,False
2009-06-13,0.0,60.6734344487818,False
2009-06-14,0.0,59.412997862182905,False
2009-06-15,0.0,58.37711788053704,False
2009-06-16,0.0,57.52575590878354,False
2009-06-17,0.0,56.82602361597753,False
2009-06-18,0.0,56.25090190779061,False
2009-06-19,0.0,55.77819092079483,False
2009-06-20,0.0,55.38964880374024,False
2009-06-21,0.0,55.07028499237381,False
2009-06-22,0.0,54.80778004686292,False
2009-06-23,0.0,54.592009251639745,False
2009-06-24,0.0,54.4146513348021,False
2009-06-25,0.0,54.26886704469398,False
2009-06-26,0.0,54.14903507728675,False
2009-06-27,0.0,54.0505350992049,False
2009-06-28,0.0,53.9695694528006,False
2009-06-29,0.0,53.90301663775926,False
2009-06-30,0.0,53.848310899720104,False
2009-07-01,0.0,53.80334327004036,False
2009-07-02,0.0,53.76638023252306,False
2009-07-03,0.0,53.735996875582295,False
2009-07-04,0.0,53.7110219488064,False
2009-07-05,0.0,53.69049270316805,False
2009-07-06,0.0,53.67361777220137,False
2009-07-07,0.0,53.65974666204936,False
2009-07-08,0.0,53.648344673458936,False
